IDENTIDADE;ALVO;STATUS;UF;ESCOLARIDADE;ESTCIV;RENDA;NATUREZA
MC3680;1;admpl;SP;superior;solt;1408;func_publico
MC3681;0;inad;SP;primario;solt;569;aposentado
MC3682;0;inad;SP;superior;divorciado;629;outros
MC3683;0;inad;SP;superior;solt;1234;empregado
MC3684;1;admpl;SP;secundario;casado;1255;empregado
MC3685;1;admpl;SP;secundario;casado;1661;func_publico
MC3686;0;inad;SP;primario;casado;443;func_publico
MC3687;1;admpl;SP;superior;casado;1742;empregado
MC3688;1;admpl;MG;secundario;solt;4047;empregado
MC3689;1;admpl;SP;primario;viuvo;782;func_publico
MC3690;0;inad;SP;secundario;solt;8040;prof_liberal
MC3691;0;inad;SP;primario;viuvo;1581;outros
MC3692;0;inad;SP;posgrad;solt;13534;aposentado
MC3693;1;admpl;SP;superior;casado;3725;outros
MC3694;1;admpl;SP;secundario;solt;5323;empregado
MC3695;1;admpl;SP;superior;casado;1072;func_publico
MC3696;0;inad;SP;superior;casado;174;empregado
MC3697;0;inad;SP;secundario;divorciado;6700;aposentado
MC3698;1;admpl;SP;secundario;solt;7959;empregado
MC3699;0;inad;SP;secundario;solt;2023;empregado
MC3700;1;admpl;SP;primario;solt;2412;outros
MC3701;1;admpl;SP;superior;solt;1340;empregado
MC3702;0;inad;SP;superior;solt;2010;prof_liberal
MC3703;0;inad;SP;secundario;solt;8043;empregado
MC3704;1;admpl;SP;superior;casado;1876;empregado
MC3705;0;inad;SP;secundario;solt;9008;outros
MC3706;1;admpl;SP;primario;solt;5360;empregado
MC3707;1;admpl;SP;secundario;solt;8040;empregado
MC3708;0;inad;SP;secundario;solt;2328;outros
MC3709;1;admpl;SP;primario;solt;1790;outros
MC3710;0;inad;SP;secundario;solt;2961;empregado
MC3711;1;admpl;SP;secundario;solt;1876;empregado
MC3712;1;admpl;SP;primario;casado;1322;empregado
MC3713;1;admpl;SP;secundario;solt;2425;empregado
MC3714;1;admpl;SP;primario;casado;1901;empregado
MC3715;1;admpl;SP;secundario;viuvo;2010;outros
MC3716;1;admpl;SP;superior;solt;1474;outros
MC3717;0;inad;SP;secundario;casado;16215;vivederenda
MC3718;0;inad;SP;superior;solt;4827;empregado
MC3719;0;inad;SP;secundario;solt;6535;outros
MC3720;0;inad;SP;superior;solt;575;empregado
MC3721;1;admpl;SP;superior;solt;1846;func_publico
MC3722;1;admpl;SP;superior;solt;2503;empregado
MC3723;1;admpl;SP;posgrad;casado;2389;empregado
MC3724;0;inad;MG;superior;solt;4790;empregado
MC3725;0;inad;SP;secundario;solt;2680;empresario
MC3726;0;inad;SP;secundario;solt;6628;aposentado
MC3727;0;inad;MG;secundario;solt;4711;empregado
MC3728;1;admpl;SP;secundario;casado;7504;func_publico
MC3729;1;admpl;MG;secundario;casado;938;outros
MC3730;1;admpl;SP;secundario;solt;4261;empregado
MC3731;0;inad;SP;secundario;divorciado;3969;empregado
MC3732;1;admpl;SP;secundario;casado;1385;empregado
MC3733;1;admpl;SP;primario;solt;938;empregado
MC3734;0;inad;SP;primario;solt;2010;empregado
MC3735;1;admpl;SP;superior;casado;879;empregado
MC3736;1;admpl;SP;superior;casado;2713;empregado
MC3737;1;admpl;SP;superior;casado;402;outros
MC3738;1;admpl;SP;primario;casado;543;empregado
MC3739;0;inad;MG;superior;solt;127;empregado
MC3740;1;admpl;SP;superior;solt;2385;empregado
MC3741;1;admpl;SP;superior;solt;1273;empregado
MC3742;1;admpl;SP;primario;solt;1822;outros
MC3743;0;inad;SP;secundario;outros;2144;empregado
MC3744;0;inad;SP;primario;viuvo;1386;func_publico
MC3745;0;inad;MG;superior;solt;191;empregado
MC3746;0;inad;MG;primario;solt;1094;aposentado
MC3747;0;inad;SP;secundario;viuvo;15509;empregado
MC3748;1;admpl;MG;secundario;solt;8268;func_publico
MC3749;1;admpl;SP;primario;solt;402;empregado
MC3750;1;admpl;SP;superior;solt;3130;empregado
MC3751;1;admpl;SP;primario;casado;1772;empregado
MC3752;0;inad;SP;secundario;solt;3390;func_publico
MC3753;1;admpl;SP;secundario;solt;6000;func_publico
MC3754;1;admpl;SP;posgrad;solt;4672;func_publico
MC3755;1;admpl;SP;secundario;solt;2546;empregado
MC3756;0;inad;MG;primario;solt;2432;empregado
MC3757;1;admpl;SP;superior;solt;2712;empregado
MC3758;0;inad;SP;posgrad;casado;1340;empregado
MC3759;1;admpl;SP;primario;casado;23;empregado
MC3760;0;inad;SP;secundario;solt;4141;empregado
MC3761;0;inad;SP;secundario;outros;898;func_publico
MC3762;0;inad;SP;secundario;solt;4803;empregado
MC3763;1;admpl;SP;secundario;casado;5827;func_publico
MC3764;1;admpl;SP;primario;solt;682;empregado
MC3765;1;admpl;SP;primario;casado;938;empregado
MC3766;1;admpl;SP;posgrad;divorciado;13400;func_publico
MC3767;0;inad;SP;superior;solt;1206;empregado
MC3768;1;admpl;SP;secundario;solt;670;empregado
MC3769;1;admpl;SP;secundario;casado;1608;empregado
MC3770;1;admpl;SP;secundario;solt;1184;empregado
MC3771;1;admpl;SP;secundario;solt;2010;func_publico
MC3772;1;admpl;SP;superior;solt;2871;func_publico
MC3773;1;admpl;SP;secundario;solt;4690;empregado
MC3774;1;admpl;SP;secundario;solt;4203;func_publico
MC3775;1;admpl;SP;superior;solt;3288;func_publico
MC3776;0;inad;SP;secundario;solt;2005;aposentado
MC3777;1;admpl;SP;primario;solt;562;empregado
MC3778;0;inad;SP;secundario;solt;5768;vivederenda
MC3779;1;admpl;SP;superior;viuvo;168;empregado
MC3780;1;admpl;SP;superior;solt;46;func_publico
MC3781;0;inad;SP;superior;divorciado;1780;aposentado
MC3782;0;inad;SP;secundario;solt;1675;func_publico
MC3783;1;admpl;SP;superior;solt;1340;func_publico
MC3784;1;admpl;SP;secundario;solt;11632;func_publico
MC3785;0;inad;SP;secundario;solt;38888;empregado
MC3786;0;inad;SP;superior;solt;670;empresario
MC3787;0;inad;SP;primario;solt;931;outros
MC3788;0;inad;SP;primario;casado;136;empregado
MC3789;0;inad;SP;secundario;solt;884;empregado
MC3790;1;admpl;SP;superior;viuvo;750;empregado
MC3791;0;inad;SP;primario;divorciado;1311;func_publico
MC3792;1;admpl;MG;posgrad;solt;1340;func_publico
MC3793;1;admpl;SP;primario;solt;1105;empregado
MC3794;1;admpl;SP;primario;solt;1072;empregado
MC3795;1;admpl;SP;superior;casado;1340;empregado
MC3796;0;inad;SP;superior;divorciado;1333;aposentado
MC3797;0;inad;SP;secundario;casado;6342;outros
MC3798;0;inad;SP;secundario;solt;6700;aposentado
MC3799;0;inad;SP;secundario;solt;4020;aposentado
MC3800;0;inad;SP;posgrad;divorciado;1771;func_publico
MC3801;0;inad;SP;secundario;divorciado;2010;aposentado
MC3802;1;admpl;RJ;secundario;solt;9849;empregado
MC3803;1;admpl;SP;superior;solt;1273;outros
MC3804;1;admpl;SP;primario;solt;2680;empregado
MC3805;1;admpl;SP;secundario;solt;26553;autonomo
MC3806;0;inad;SP;secundario;solt;4433;empregado
MC3807;1;admpl;MG;primario;casado;1139;empregado
MC3808;0;inad;SP;secundario;divorciado;21954;empregado
MC3809;1;admpl;SP;primario;solt;1767;empregado
MC3810;0;inad;SP;superior;casado;3011;vivederenda
MC3811;0;inad;SP;primario;solt;804;aposentado
MC3812;1;admpl;SP;superior;solt;696;empregado
MC3813;1;admpl;SP;superior;casado;2010;empregado
MC3814;1;admpl;SP;superior;solt;1527;vivederenda
MC3815;1;admpl;SP;superior;solt;1140;outros
MC3816;1;admpl;SP;superior;solt;1417;outros
MC3817;1;admpl;SP;secundario;solt;4495;empregado
MC3818;0;inad;SP;secundario;solt;24120;func_publico
MC3819;1;admpl;SP;secundario;solt;8639;empregado
MC3820;0;inad;SP;secundario;casado;4690;aposentado
MC3821;0;inad;SP;superior;casado;2432;func_publico
MC3822;0;inad;SP;posgrad;viuvo;1;empresario
MC3823;0;inad;SP;posgrad;casado;2254;empregado
MC3824;0;inad;SP;secundario;solt;4020;empregado
MC3825;0;inad;SP;secundario;solt;4645;empregado
MC3826;0;inad;SP;secundario;solt;2010;aposentado
MC3827;1;admpl;SP;secundario;casado;1343;empregado
MC3828;1;admpl;SP;superior;viuvo;924;func_publico
MC3829;0;inad;SP;primario;solt;964;empregado
MC3830;1;admpl;SP;superior;solt;919;func_publico
MC3831;0;inad;SP;secundario;solt;3494;outros
MC3832;0;inad;SP;secundario;solt;11479;empregado
MC3833;0;inad;SP;secundario;solt;8710;aposentado
MC3834;0;inad;SP;superior;solt;1066;aposentado
MC3835;0;inad;SP;secundario;solt;3153;empregado
MC3836;0;inad;SP;secundario;solt;2335;func_publico
MC3837;1;admpl;MG;secundario;casado;1331;empregado
MC3838;1;admpl;SP;superior;casado;1661;empregado
MC3839;0;inad;SP;secundario;divorciado;2488;outros
MC3840;1;admpl;SP;secundario;solt;8236;func_publico
MC3841;1;admpl;SP;secundario;solt;5360;empregado
MC3842;0;inad;SP;posgrad;solt;5051;empregado
MC3843;1;admpl;SP;primario;solt;1459;empregado
MC3844;0;inad;SP;superior;solt;1872;empregado
MC3845;0;inad;SP;secundario;solt;1186;func_publico
MC3846;0;inad;SP;secundario;solt;9380;func_publico
MC3847;0;inad;SP;secundario;solt;1259;func_publico
MC3848;1;admpl;SP;secundario;viuvo;21913;empregado
MC3849;1;admpl;SP;secundario;casado;1573;func_publico
MC3850;1;admpl;SP;secundario;solt;2680;empregado
MC3851;1;admpl;SP;secundario;solt;2574;outros
MC3852;1;admpl;SP;superior;casado;1206;outros
MC3853;1;admpl;SP;secundario;solt;7124;empregado
MC3854;0;inad;SP;secundario;casado;773;empregado
MC3855;0;inad;SP;superior;solt;1555;outros
MC3856;1;admpl;SP;secundario;solt;1340;empregado
MC3857;1;admpl;SP;primario;solt;686;empregado
MC3858;1;admpl;SP;secundario;solt;1608;func_publico
MC3859;1;admpl;SP;posgrad;solt;1246;outros
MC3860;0;inad;SP;posgrad;solt;13400;outros
MC3861;1;admpl;SP;primario;solt;660;empregado
MC3862;1;admpl;SP;superior;solt;670;empregado
MC3863;1;admpl;SP;secundario;casado;5135;empregado
MC3864;1;admpl;SP;secundario;solt;11285;empregado
MC3865;1;admpl;SP;superior;solt;2103;func_publico
MC3866;1;admpl;SP;superior;outros;1333;outros
MC3867;0;inad;MG;superior;solt;23;empregado
MC3868;0;inad;SP;primario;solt;1474;empregado
MC3869;0;inad;SP;posgrad;casado;1595;empregado
MC3870;0;inad;SP;superior;solt;687;empregado
MC3871;1;admpl;SP;primario;solt;950;empregado
MC3872;1;admpl;SP;superior;solt;670;autonomo
MC3873;1;admpl;SP;posgrad;casado;1343;empregado
MC3874;0;inad;SP;primario;solt;2201;empregado
MC3875;0;inad;SP;secundario;solt;3215;func_publico
MC3876;0;inad;SP;secundario;solt;6722;empregado
MC3877;1;admpl;SP;posgrad;casado;1273;func_publico
MC3878;0;inad;SP;superior;divorciado;1586;func_publico
MC3879;1;admpl;SP;secundario;solt;2144;func_publico
MC3880;1;admpl;SP;secundario;solt;3350;outros
MC3881;0;inad;SP;superior;solt;1491;empregado
MC3882;1;admpl;SP;secundario;solt;2604;empregado
MC3883;1;admpl;SP;superior;casado;1313;outros
MC3884;0;inad;SP;primario;solt;670;empregado
MC3885;1;admpl;SP;secundario;casado;1608;outros
MC3886;0;inad;SP;primario;solt;1264;empregado
MC3887;1;admpl;SP;secundario;solt;5156;empregado
MC3888;0;inad;SP;secundario;solt;3266;empregado
MC3889;1;admpl;SP;superior;solt;968;empregado
MC3890;1;admpl;SP;primario;solt;1135;empregado
MC3891;0;inad;SP;primario;solt;447;empregado
MC3892;0;inad;SP;secundario;casado;272;empregado
MC3893;1;admpl;SP;primario;solt;2680;empregado
MC3894;0;inad;SP;secundario;divorciado;1608;func_publico
MC3895;0;inad;SP;superior;solt;1608;aposentado
MC3896;0;inad;SP;primario;solt;914;empregado
MC3897;1;admpl;SP;primario;divorciado;1206;empregado
MC3898;1;admpl;MG;superior;solt;1058;empregado
MC3899;1;admpl;SP;superior;solt;1742;func_publico
MC3900;1;admpl;SP;superior;solt;2680;empregado
MC3901;1;admpl;SP;superior;solt;670;func_publico
MC3902;1;admpl;SP;secundario;solt;6700;empregado
MC3903;1;admpl;SP;secundario;solt;37883;empregado
MC3904;0;inad;SP;primario;solt;335;aposentado
MC3905;1;admpl;SP;primario;solt;1850;outros
MC3906;1;admpl;SP;secundario;casado;1858;func_publico
MC3907;0;inad;SP;secundario;divorciado;9777;empregado
MC3908;1;admpl;SP;secundario;viuvo;4160;func_publico
MC3909;1;admpl;SP;superior;casado;2747;outros
MC3910;1;admpl;SP;posgrad;casado;1608;empregado
MC3911;1;admpl;SP;secundario;solt;3736;empregado
MC3912;1;admpl;SP;secundario;solt;4102;empregado
MC3913;1;admpl;SP;primario;solt;952;outros
MC3914;1;admpl;SP;primario;solt;2948;outros
MC3915;1;admpl;SP;primario;solt;1742;outros
MC3916;1;admpl;SP;superior;casado;531;func_publico
MC3917;1;admpl;SP;primario;casado;559;empregado
MC3918;0;inad;SP;primario;solt;12060;outros
MC3919;1;admpl;SP;primario;solt;1756;outros
MC3920;0;inad;SP;superior;solt;4971;empregado
MC3921;1;admpl;SP;secundario;casado;6432;vivederenda
MC3922;0;inad;SP;primario;solt;5360;empregado
MC3923;1;admpl;SP;superior;solt;3086;vivederenda
MC3924;0;inad;SP;primario;solt;2010;empregado
MC3925;1;admpl;SP;secundario;viuvo;6700;func_publico
MC3926;1;admpl;SP;posgrad;solt;3388;empregado
MC3927;1;admpl;SP;primario;solt;1460;empregado
MC3928;0;inad;SP;secundario;solt;1219;prof_liberal
MC3929;1;admpl;SP;secundario;casado;3618;func_publico
MC3930;1;admpl;SP;superior;solt;849;empregado
MC3931;1;admpl;SP;secundario;solt;2814;empregado
MC3932;0;inad;SP;secundario;casado;7011;vivederenda
MC3933;0;inad;SP;superior;solt;1608;empregado
MC3934;1;admpl;SP;secundario;solt;8897;empregado
MC3935;1;admpl;SP;primario;solt;3642;empregado
MC3936;0;inad;SP;primario;solt;2010;outros
MC3937;1;admpl;SP;secundario;solt;9213;empregado
MC3938;1;admpl;SP;primario;casado;1273;empregado
MC3939;0;inad;SP;superior;divorciado;1273;aposentado
MC3940;0;inad;SP;secundario;solt;177297;empregado
MC3941;1;admpl;SP;superior;solt;1484;func_publico
MC3942;0;inad;SP;superior;solt;4154;empregado
MC3943;1;admpl;SP;primario;casado;536;empregado
MC3944;1;admpl;SP;superior;solt;2278;outros
MC3945;1;admpl;SP;secundario;solt;2010;outros
MC3946;1;admpl;SP;superior;solt;1223;empregado
MC3947;1;admpl;SP;posgrad;solt;198;func_publico
MC3948;1;admpl;SP;primario;casado;423;empregado
MC3949;1;admpl;SP;secundario;solt;4578;empregado
MC3950;0;inad;SP;secundario;solt;4047;empregado
MC3951;1;admpl;SP;superior;solt;2010;func_publico
MC3952;0;inad;SP;primario;solt;683;func_publico
MC3953;0;inad;MG;secundario;casado;2814;func_publico
MC3954;1;admpl;SP;secundario;solt;3604;vivederenda
MC3955;0;inad;MG;secundario;solt;1004;func_publico
MC3956;1;admpl;SP;superior;solt;1163;empregado
MC3957;0;inad;SP;secundario;solt;566;empregado
MC3958;1;admpl;SP;superior;solt;10432;empregado
MC3959;1;admpl;SP;superior;casado;2010;outros
MC3960;0;inad;SP;primario;solt;1340;func_publico
MC3961;1;admpl;MG;superior;casado;21;autonomo
MC3962;0;inad;SP;secundario;solt;165;empregado
MC3963;0;inad;SP;secundario;solt;8392;empregado
MC3964;1;admpl;SP;primario;solt;1742;outros
MC3965;0;inad;SP;secundario;solt;2614;aposentado
MC3966;1;admpl;SP;secundario;solt;5751;func_publico
MC3967;1;admpl;SP;secundario;casado;938;outros
MC3968;0;inad;SP;posgrad;solt;20472;func_publico
MC3969;1;admpl;SP;secundario;solt;8754;outros
MC3970;0;inad;MG;secundario;solt;340;func_publico
MC3971;0;inad;SP;secundario;divorciado;5393;empregado
MC3972;0;inad;SP;superior;solt;1181;empregado
MC3973;1;admpl;SP;secundario;solt;535;empregado
MC3974;1;admpl;SP;primario;solt;1742;outros
MC3975;1;admpl;SP;secundario;solt;12779;empregado
MC3976;0;inad;SP;secundario;viuvo;7881;empregado
MC3977;0;inad;SP;secundario;solt;11665;empregado
MC3978;0;inad;SP;posgrad;solt;788;empregado
MC3979;1;admpl;SP;secundario;solt;1;empregado
MC3980;1;admpl;MG;secundario;solt;3185;outros
MC3981;1;admpl;SP;primario;solt;1072;empregado
MC3982;0;inad;SP;secundario;solt;8040;aposentado
MC3983;1;admpl;SP;secundario;solt;5334;empregado
MC3984;1;admpl;SP;secundario;casado;6503;func_publico
MC3985;0;inad;SP;superior;solt;2680;autonomo
MC3986;1;admpl;SP;posgrad;casado;3537;func_publico
MC3987;0;inad;SP;posgrad;solt;13400;outros
MC3988;0;inad;SP;secundario;solt;4559;empregado
MC3989;1;admpl;SP;secundario;solt;7483;empregado
MC3990;1;admpl;SP;secundario;solt;7611;empregado
MC3991;1;admpl;SP;secundario;solt;7558;empregado
MC3992;1;admpl;SP;primario;solt;1340;empregado
MC3993;0;inad;SP;primario;solt;931;empregado
MC3994;1;admpl;SP;secundario;casado;4811;func_publico
MC3995;1;admpl;SP;secundario;outros;1876;outros
MC3996;0;inad;SP;superior;solt;2113;aposentado
MC3997;0;inad;SP;primario;solt;1643;empregado
MC3998;0;inad;SP;secundario;solt;15008;func_publico
MC3999;1;admpl;SP;secundario;casado;11560;func_publico
MC4000;1;admpl;SP;secundario;solt;6494;empregado
MC4001;1;admpl;SP;superior;solt;1876;outros
MC4002;0;inad;SP;superior;solt;756;empregado
MC4003;0;inad;SP;secundario;divorciado;6700;autonomo
MC4004;0;inad;SP;secundario;casado;2680;empregado
MC4005;0;inad;SP;secundario;casado;2517;func_publico
MC4006;1;admpl;SP;superior;casado;958;empregado
MC4007;0;inad;SP;secundario;solt;13065;empregado
MC4008;0;inad;SP;posgrad;casado;1397;aposentado
MC4009;1;admpl;SP;secundario;solt;2510;empregado
MC4010;0;inad;MG;posgrad;casado;1202;func_publico
MC4011;1;admpl;SP;primario;solt;1340;prof_liberal
MC4012;1;admpl;SP;primario;casado;3752;outros
MC4013;0;inad;MG;primario;viuvo;4958;func_publico
MC4014;0;inad;SP;secundario;solt;938;outros
MC4015;1;admpl;SP;secundario;casado;4020;autonomo
MC4016;1;admpl;SP;primario;solt;1;empregado
MC4017;1;admpl;SP;secundario;solt;12194;func_publico
MC4018;1;admpl;SP;secundario;solt;2680;empregado
MC4019;1;admpl;SP;secundario;solt;12368;empregado
MC4020;1;admpl;SP;superior;solt;822;empregado
MC4021;1;admpl;SP;superior;casado;1072;empregado
MC4022;1;admpl;SP;posgrad;casado;5360;empregado
MC4023;0;inad;SP;secundario;solt;13400;aposentado
MC4024;1;admpl;SP;secundario;casado;1340;func_publico
MC4025;0;inad;SP;secundario;solt;14017;empregado
MC4026;1;admpl;SP;primario;solt;2039;outros
MC4027;1;admpl;SP;secundario;solt;4020;outros
MC4028;1;admpl;SP;primario;viuvo;503;empregado
MC4029;0;inad;SP;secundario;viuvo;4690;outros
MC4030;1;admpl;SP;secundario;solt;14933;empregado
MC4031;0;inad;SP;superior;solt;2437;empregado
MC4032;0;inad;SP;secundario;solt;6172;empregado
MC4033;0;inad;SP;superior;solt;269;outros
MC4034;1;admpl;SP;secundario;solt;11703;func_publico
MC4035;0;inad;SP;secundario;solt;8721;empregado
MC4036;1;admpl;SP;secundario;casado;4518;empregado
MC4037;1;admpl;SP;secundario;viuvo;3752;outros
MC4038;1;admpl;SP;superior;casado;1013;empregado
MC4039;0;inad;MG;primario;solt;2243;aposentado
MC4040;1;admpl;SP;primario;casado;887;empregado
MC4041;0;inad;MG;secundario;solt;1416;func_publico
MC4042;1;admpl;SP;secundario;viuvo;1340;empregado
MC4043;1;admpl;SP;secundario;casado;1762;empregado
MC4044;1;admpl;SP;superior;solt;1654;empregado
MC4045;1;admpl;SP;secundario;solt;10639;empregado
MC4046;1;admpl;SP;superior;casado;2688;empregado
MC4047;1;admpl;SP;superior;casado;589;empregado
MC4048;1;admpl;SP;superior;solt;3437;empregado
MC4049;1;admpl;SP;secundario;viuvo;2045;func_publico
MC4050;1;admpl;MG;superior;solt;146;func_publico
MC4051;1;admpl;SP;posgrad;solt;3350;func_publico
MC4052;1;admpl;SP;secundario;casado;1298;empregado
MC4053;1;admpl;SP;superior;solt;6700;empregado
MC4054;0;inad;SP;secundario;solt;2032;empregado
MC4055;0;inad;SP;superior;solt;1270;aposentado
MC4056;0;inad;SP;secundario;solt;2445;outros
MC4057;0;inad;SP;secundario;casado;3484;func_publico
MC4058;0;inad;SP;secundario;viuvo;1717;aposentado
MC4059;1;admpl;SP;secundario;solt;496;prof_liberal
MC4060;0;inad;SP;primario;solt;1104;empregado
MC4061;1;admpl;SP;secundario;viuvo;2099;vivederenda
MC4062;0;inad;SP;secundario;solt;4901;outros
MC4063;1;admpl;SP;secundario;solt;8766;outros
MC4064;0;inad;SP;superior;casado;804;func_publico
MC4065;0;inad;SP;superior;casado;2546;empregado
MC4066;0;inad;SP;secundario;solt;2811;empregado
MC4067;0;inad;SP;superior;divorciado;10340;empregado
MC4068;0;inad;MG;superior;solt;13478;empregado
MC4069;0;inad;SP;posgrad;solt;3350;outros
MC4070;1;admpl;SP;secundario;solt;1408;func_publico
MC4071;1;admpl;SP;secundario;casado;3738;empregado
MC4072;0;inad;SP;secundario;casado;5445;empregado
MC4073;0;inad;SP;secundario;solt;5563;aposentado
MC4074;1;admpl;SP;superior;casado;759;empregado
MC4075;1;admpl;SP;secundario;solt;7214;empregado
MC4076;1;admpl;SP;secundario;casado;240;empregado
MC4077;0;inad;SP;secundario;solt;28239;empregado
MC4078;1;admpl;SP;primario;viuvo;1184;empregado
MC4079;1;admpl;SP;primario;solt;911;empregado
MC4080;0;inad;SP;secundario;viuvo;980;aposentado
MC4081;0;inad;SP;primario;solt;335;empregado
MC4082;0;inad;SP;secundario;solt;15696;empregado
MC4083;1;admpl;MG;secundario;casado;1301;empregado
MC4084;0;inad;SP;superior;casado;761;empregado
MC4085;1;admpl;SP;secundario;solt;7035;func_publico
MC4086;1;admpl;SP;superior;casado;502;empregado
MC4087;0;inad;SP;primario;solt;2607;empregado
MC4088;0;inad;SP;secundario;solt;1933;func_publico
MC4089;1;admpl;SP;secundario;solt;1814;func_publico
MC4090;1;admpl;SP;secundario;viuvo;1340;empregado
MC4091;0;inad;SP;superior;solt;9380;aposentado
MC4092;1;admpl;SP;superior;solt;928;empregado
MC4093;1;admpl;SP;superior;casado;540;empregado
MC4094;1;admpl;SP;superior;solt;1340;outros
MC4095;0;inad;SP;posgrad;viuvo;2010;aposentado
MC4096;1;admpl;SP;secundario;casado;3241;empregado
MC4097;0;inad;SP;superior;solt;3082;aposentado
MC4098;0;inad;SP;secundario;solt;2167;func_publico
MC4099;1;admpl;SP;primario;solt;3350;outros
MC4100;0;inad;SP;superior;divorciado;804;aposentado
